1,9.51,0.0,tensor(27562.7656)
2,14.24,0.0,tensor(211204.1094)
3,19.27,0.0,tensor(1085710.)
4,23.55,0.0,tensor(3264374.)
5,28.72,0.0,tensor(7811265.)
6,30.85,0.0,tensor(11059411.)
7,34.83,0.0,tensor(12839764.)
8,38.38,0.0,tensor(15634687.)
9,40.27,0.0,tensor(19608328.)
10,40.27,0.0,tensor(18841586.)
11,41.85,0.0,tensor(23553044.)
12,43.2,0.0,tensor(24531524.)
13,43.97,0.0,tensor(31465576.)
14,45.63,0.0,tensor(25105518.)
15,47.2,0.0,tensor(20252696.)
16,47.89,0.0,tensor(20876478.)
17,49.28,0.0,tensor(27625738.)
18,48.55,0.0,tensor(32427466.)
19,50.36,0.0,tensor(14609078.)
20,50.32,0.0,tensor(17934920.)
21,51.42,0.0,tensor(11771247.)
22,50.26,0.0,tensor(17359836.)
23,52.3,0.0,tensor(25858988.)
24,52.36,0.0,tensor(14523365.)
25,52.39,0.0,tensor(23958636.)
26,52.7,0.0,tensor(41096612.)
27,53.79,0.0,tensor(13310627.)
28,53.13,0.0,tensor(37839076.)
29,54.72,0.0,tensor(17837806.)
30,55.22,0.0,tensor(32600264.)
31,54.14,0.0,tensor(19343402.)
32,55.31,0.0,tensor(48835596.)
33,55.42,0.0,tensor(54332652.)
34,54.97,0.0,tensor(59233948.)
35,55.66,0.0,tensor(70795472.)
36,55.2,0.0,tensor(50574672.)
37,55.33,0.0,tensor(96091720.)
38,55.77,0.0,tensor(62151840.)
39,56.58,0.0,tensor(23997878.)
40,56.07,0.0,tensor(15855090.)
41,55.7,0.0,tensor(35053764.)
42,56.91,0.0,tensor(1.1690e+08)
43,56.82,0.0,tensor(18726268.)
44,56.71,0.0,tensor(16560211.)
45,56.08,0.0,tensor(83382672.)
46,57.49,0.0,tensor(80740256.)
47,56.45,0.0,tensor(49391032.)
48,57.47,0.0,tensor(29676514.)
49,56.64,0.0,tensor(1.6970e+08)
50,57.36,0.0,tensor(2.1377e+08)
51,57.16,0.0,tensor(1.1745e+08)
52,57.71,0.0,tensor(1.0790e+08)
53,57.18,0.0,tensor(1.9012e+08)
54,57.07,0.0,tensor(1.9094e+08)
55,57.95,0.0,tensor(2.3450e+08)
56,57.86,0.0,tensor(2.2721e+08)
57,57.67,0.0,tensor(1.5063e+08)
58,57.95,0.0,tensor(1.4586e+08)
59,56.93,0.0,tensor(1.0173e+08)
60,57.01,0.0,tensor(1.9432e+08)
61,57.17,0.0,tensor(1.6499e+08)
62,56.86,0.0,tensor(2.0512e+08)
63,57.99,0.0,tensor(1.7964e+08)
64,58.89,0.0,tensor(1.2045e+08)
65,58.54,0.0,tensor(1.6581e+08)
66,57.89,0.0,tensor(97812440.)
67,59.03,0.0,tensor(2.0643e+08)
68,58.87,0.0,tensor(1.8362e+08)
69,58.2,0.0,tensor(1.3776e+08)
70,58.29,0.0,tensor(1.9029e+08)
71,58.63,0.0,tensor(1.6664e+08)
72,58.89,0.0,tensor(64360712.)
73,58.4,0.0,tensor(2.0087e+08)
74,59.23,0.0,tensor(1.9500e+08)
75,59.47,0.0,tensor(2.5994e+08)
76,58.45,0.0,tensor(1.0125e+08)
77,58.78,0.0,tensor(1.7988e+08)
78,59.51,0.0,tensor(1.9317e+08)
79,58.5,0.0,tensor(1.6816e+08)
80,58.93,0.0,tensor(71185936.)
81,59.33,0.0,tensor(2.1649e+08)
82,59.6,0.0,tensor(1.4753e+08)
83,59.17,0.0,tensor(99203704.)
84,59.81,0.0,tensor(1.9410e+08)
85,60.06,0.0,tensor(55405384.)
86,59.58,0.0,tensor(1.9526e+08)
87,59.16,0.0,tensor(2.1135e+08)
88,59.37,0.0,tensor(1.6149e+08)
89,59.05,0.0,tensor(94481816.)
90,59.7,0.0,tensor(86247504.)
91,59.29,0.0,tensor(2.0629e+08)
92,58.97,0.0,tensor(2.7169e+08)
93,60.3,0.0,tensor(2.8730e+08)
94,60.31,0.0,tensor(2.6848e+08)
95,59.35,0.0,tensor(2.3378e+08)
96,59.95,0.0,tensor(2.1124e+08)
97,60.32,0.0,tensor(1.6888e+08)
98,60.45,0.0,tensor(1.4841e+08)
99,60.27,0.0,tensor(2.2103e+08)
100,59.71,0.0,tensor(2.0584e+08)
101,60.11,0.0,tensor(1.1808e+08)
102,60.45,0.0,tensor(2.6989e+08)
103,60.23,0.0,tensor(2.3291e+08)
104,59.73,0.0,tensor(2.2180e+08)
105,60.49,0.0,tensor(1.5830e+08)
106,60.19,0.0,tensor(26043762.)
107,59.39,0.0,tensor(75231600.)
108,60.51,0.0,tensor(96097584.)
109,60.39,0.0,tensor(1.6144e+08)
110,60.62,0.0,tensor(2.1123e+08)
111,60.81,0.0,tensor(2.1280e+08)
112,60.34,0.0,tensor(2.0084e+08)
113,60.64,0.0,tensor(1.6820e+08)
114,60.63,0.0,tensor(1.7395e+08)
115,60.32,0.0,tensor(1.9235e+08)
116,61.0,0.0,tensor(1.0130e+08)
117,60.62,0.0,tensor(1.5346e+08)
118,60.9,0.0,tensor(95636320.)
119,61.39,0.0,tensor(2.3046e+08)
120,60.5,0.0,tensor(1.4526e+08)
121,61.0,0.0,tensor(1.1600e+08)
122,61.08,0.0,tensor(1.5877e+08)
123,60.8,0.0,tensor(1.4838e+08)
124,60.81,0.0,tensor(2.4871e+08)
125,60.69,0.0,tensor(2.2736e+08)
126,61.03,0.0,tensor(2.5824e+08)
127,61.29,0.0,tensor(1.4028e+08)
128,61.35,0.0,tensor(2.3419e+08)
129,61.48,0.0,tensor(2.5204e+08)
130,60.95,0.0,tensor(1.3341e+08)
131,61.17,0.0,tensor(2.1103e+08)
132,61.45,0.0,tensor(1.4630e+08)
133,61.42,0.0,tensor(98476888.)
134,61.54,0.0,tensor(2.0685e+08)
135,61.34,0.0,tensor(1.5349e+08)
136,61.68,0.0,tensor(1.5337e+08)
137,61.57,0.0,tensor(1.5618e+08)
138,61.43,0.0,tensor(1.4339e+08)
139,61.22,0.0,tensor(1.1368e+08)
140,61.54,0.0,tensor(1.6785e+08)
141,61.75,0.0,tensor(95675008.)
142,60.95,0.0,tensor(1.3259e+08)
143,61.34,0.0,tensor(1.1965e+08)
144,61.79,0.0,tensor(2.1993e+08)
145,61.65,0.0,tensor(1.1601e+08)
146,61.33,0.0,tensor(66658876.)
147,61.54,0.0,tensor(1.1071e+08)
148,61.03,0.0,tensor(1.2746e+08)
149,61.28,0.0,tensor(39548088.)
150,61.75,0.0,tensor(53408872.)
151,61.23,0.0,tensor(46257628.)
152,61.39,0.0,tensor(1.9842e+08)
153,61.91,0.0,tensor(36105664.)
154,61.53,0.0,tensor(91827176.)
155,61.9,0.0,tensor(1.4908e+08)
156,61.69,0.0,tensor(51220924.)
157,61.71,0.0,tensor(49833992.)
158,61.26,0.0,tensor(1.1576e+08)
159,61.66,0.0,tensor(41210208.)
160,61.83,0.0,tensor(1.3762e+08)
161,61.59,0.0,tensor(1.5347e+08)
162,61.67,0.0,tensor(68794568.)
163,61.99,0.0,tensor(47071168.)
164,61.65,0.0,tensor(1.3243e+08)
165,62.24,0.0,tensor(55946460.)
166,61.93,0.0,tensor(79361264.)
167,61.74,0.0,tensor(1.2777e+08)
168,62.31,0.0,tensor(72846832.)
169,61.74,0.0,tensor(66166228.)
170,62.02,0.0,tensor(64595384.)
171,62.14,0.0,tensor(69847072.)
172,61.76,0.0,tensor(40692816.)
173,61.78,0.0,tensor(47232432.)
174,62.07,0.0,tensor(71204120.)
175,61.7,0.0,tensor(77644160.)
176,61.95,0.0,tensor(84133440.)
177,62.07,0.0,tensor(1.3841e+08)
178,62.13,0.0,tensor(1.2041e+08)
179,62.21,0.0,tensor(1.0856e+08)
180,62.03,0.0,tensor(97604600.)
181,61.94,0.0,tensor(82565048.)
182,61.82,0.0,tensor(1.1158e+08)
183,61.99,0.0,tensor(1.4260e+08)
184,62.14,0.0,tensor(47972028.)
185,62.02,0.0,tensor(98923680.)
186,62.09,0.0,tensor(83041896.)
187,62.14,0.0,tensor(18563460.)
188,62.2,0.0,tensor(41325144.)
189,62.18,0.0,tensor(1.0977e+08)
190,62.04,0.0,tensor(1.3099e+08)
191,62.23,0.0,tensor(87402904.)
192,62.17,0.0,tensor(58989988.)
193,62.27,0.0,tensor(91465792.)
194,62.33,0.0,tensor(93919280.)
195,62.14,0.0,tensor(1.2903e+08)
196,62.23,0.0,tensor(51207564.)
197,62.17,0.0,tensor(1.0166e+08)
198,62.14,0.0,tensor(95887288.)
199,62.28,0.0,tensor(94444904.)
200,62.25,0.0,tensor(16880114.)
