1,93.8,0.0004062804624438286,120864.2734375
2,95.3,0.00030512069687247274,305533.0625
3,97.23,0.00018406044505536555,15368868.0
4,97.17,0.0001801611840724945,57351296.0
5,97.01,0.0002031850865110755,56597156.0
6,96.35,0.00022597339395433665,71506376.0
7,97.63,0.00016090016439557076,59427544.0
8,97.5,0.00016191717199981213,70316.625
9,97.66,0.00014292515963315963,70316.5
10,97.79,0.0001343303358182311,70316.640625
11,97.9,0.00012774850456044078,70316.2578125
12,97.97,0.00012391778826713562,70316.3671875
13,98.0,0.00012046947665512562,70316.59375
14,98.0,0.00011870390786789358,70316.3671875
15,98.02,0.00011845047338865697,70316.3125
16,98.03,0.00011637343503534793,70315.890625
17,98.07,0.0001160848131403327,70316.3125
18,98.11,0.00011366971167735756,70316.0
19,98.1,0.00011374725988134742,70316.2421875
20,98.11,0.00011243421002291143,70316.25
21,98.15,0.0001118106990121305,70316.3671875
22,98.08,0.00011113717653788627,70316.625
23,98.12,0.00011438776408322155,70316.546875
24,98.15,0.00011170274806208909,70316.1640625
25,98.1,0.0001109945205040276,70316.125
26,98.18,0.00011088195671327413,70316.2734375
27,98.16,0.0001128663764335215,70316.5703125
28,98.15,0.00011189403762109578,70316.140625
29,98.15,0.00011288251564837992,70316.0859375
30,98.26,0.00011370858927257358,70316.46875
31,98.2,0.00011170923910103739,70316.1796875
32,98.27,0.00011169652328826487,70316.1796875
33,98.27,0.00011275446522049606,70316.703125
34,98.23,0.00011375906965695321,70316.5
35,98.23,0.00011251988979056478,70316.5
36,98.21,0.00011129494011402131,70316.6484375
37,98.2,0.00011163327819667756,70316.46875
38,98.19,0.00011449797353707254,70316.546875
39,98.2,0.00011629675072617828,70316.359375
40,98.22,0.00011430895370431244,70316.2578125
41,98.21,0.00011338498932309449,70316.53125
42,98.22,0.0001154990702867508,70316.3359375
43,98.33,0.00011277087503112852,70316.421875
44,98.22,0.00011538327215239406,70316.2421875
45,98.26,0.00011506777447648346,70316.390625
46,98.27,0.00011497125504538417,70316.546875
47,98.25,0.00011571714645251632,70316.53125
48,98.28,0.00011464782818220556,70316.265625
49,98.27,0.00011438897475600243,70316.3046875
50,98.24,0.00011487267171032727,70316.390625
51,98.29,0.0001146142550278455,70316.625
52,98.27,0.00011476155128329993,70316.5703125
53,98.29,0.00011507127094082534,70316.546875
54,98.28,0.0001151817346457392,70316.6015625
55,98.27,0.00011493556145578622,70316.375
56,98.26,0.00011594730531796813,70316.484375
57,98.29,0.00011576069998554886,70316.640625
58,98.27,0.0001155423845630139,70316.34375
59,98.26,0.0001160011111292988,70316.3671875
60,98.23,0.00011569801243022084,70316.28125
61,98.25,0.00011558698522858322,70316.203125
62,98.25,0.00011562431887723506,70316.53125
63,98.27,0.00011574709750711917,70316.4375
64,98.27,0.00011571801132522523,70316.2890625
65,98.29,0.00011571638309396804,70316.265625
66,98.28,0.00011556745106354356,70316.3203125
67,98.28,0.00011563791832886636,70316.3046875
68,98.28,0.00011564109120517969,70316.1875
69,98.27,0.00011562967216596007,70316.3515625
70,98.28,0.00011570720667950808,70316.53125
71,98.28,0.00011567722703330219,70316.4921875
72,98.28,0.00011568584986962377,70316.640625
73,98.28,0.00011569224623963237,70316.2265625
74,98.28,0.00011567908669821918,70316.3984375
75,98.28,0.0001157006619963795,70316.46875
76,98.28,0.00011574045969173312,70316.5625
77,98.28,0.0001157351843547076,70316.28125
78,98.28,0.00011575169772841036,70316.3203125
79,98.28,0.00011576577629894018,70316.6953125
80,98.28,0.00011576348249800503,70316.1953125
81,98.28,0.00011576338591985404,70316.25
82,98.28,0.00011576855289749802,70316.171875
83,98.28,0.00011576858321204781,70316.5703125
84,98.28,0.00011577046308666468,70316.421875
85,98.28,0.00011577095407992601,70316.7890625
86,98.28,0.00011577349305152893,70316.5
87,98.28,0.00011577200931496918,70316.5
88,98.28,0.00011577085414901376,70316.1796875
89,98.28,0.00011577432691119612,70316.515625
90,98.28,0.00011577525986358524,70316.4140625
91,98.28,0.00011577626639045775,70316.3671875
92,98.28,0.00011577890156768263,70316.375
93,98.28,0.00011578394626267255,70316.421875
94,98.28,0.00011578380903229118,70316.40625
95,98.28,0.00011578327682800591,70316.46875
96,98.28,0.00011578428652137518,70316.2734375
97,98.28,0.00011578538515605033,70316.109375
98,98.28,0.0001157855225726962,70316.5546875
99,98.28,0.00011578360451385378,70316.2890625
100,98.28,0.00011579052140004933,70316.515625
